V1,V4,V5
S,sempre meu pai falava assim meu pai até hoje ainda fala né,S_ALCP_2016MA+_JefersonL.eaf
S,que o sonho dele era ter um,S_ALCP_2016MA+_JefersonL.eaf
S,terra pra trabalhar meu pai sempre trabalhou pros outros sabe,S_ALCP_2016MA+_JefersonL.eaf
S,se ele puder,S_ALCP_2016MA+_JefersonL.eaf
S,xxx trabalhando nas terra dos outro e ele sempre queria quando eu trabalhava com ele,S_ALCP_2016MA+_JefersonL.eaf
S,que a gente eu sempre trabalhei com ele na,S_ALCP_2016MA+_JefersonL.eaf
S,dia a dia e,S_ALCP_2016MA+_JefersonL.eaf
S,ele sempre falava que o sonho dele era ter uma terra pra poder,S_ALCP_2016MA+_JefersonL.eaf
S,desfrutar dela então,S_ALCP_2016MA+_JefersonL.eaf
S,eu,S_ALCP_2016MA+_JefersonL.eaf
S,não é e eu digo ah vou,S_ALCP_2016MA+_JefersonL.eaf
S,vou correr atrás disso aí pra ver se eu consigo né ganhar esse dinheiro,S_ALCP_2016MA+_JefersonL.eaf
S,comprar pelo menos um pedaço de terra pra gente trabalhar,S_ALCP_2016MA+_JefersonL.eaf
S,até hoje estou por aqui,S_ALCP_2016MA+_JefersonL.eaf
D1,e,S_ALCP_2016MA+_JefersonL.eaf
D1,eh vei você veio sozinho ou você veio com mais alguém da família,S_ALCP_2016MA+_JefersonL.eaf
S,olha quando eu vim pra cá,S_ALCP_2016MA+_JefersonL.eaf
S,assim é uma história meia complicada eu vim pra cá,S_ALCP_2016MA+_JefersonL.eaf
S,eu vim de carona,S_ALCP_2016MA+_JefersonL.eaf
S,era um rapaz que era casado com um prima minha,S_ALCP_2016MA+_JefersonL.eaf
S,então,S_ALCP_2016MA+_JefersonL.eaf
S,ele trabalhava na roça lá aí,S_ALCP_2016MA+_JefersonL.eaf
S,foi um dia eu saí,S_ALCP_2016MA+_JefersonL.eaf
S,e nessa época eu bebia ainda né,S_ALCP_2016MA+_JefersonL.eaf
S,cheguei ele estava na casa do meu pai que ele tinha ido entregar umas coisa em recife,S_ALCP_2016MA+_JefersonL.eaf
S,que ele saiu daqui ele tinha uma,S_ALCP_2016MA+_JefersonL.eaf
S,ele tem uma van e ele fo trabalhando pelo uma,S_ALCP_2016MA+_JefersonL.eaf
S,uma empresa aí ele foi levar um,S_ALCP_2016MA+_JefersonL.eaf
S,mercadoria lá,S_ALCP_2016MA+_JefersonL.eaf
S,e quando eu cheguei à noite,S_ALCP_2016MA+_JefersonL.eaf
S,na casa do meu pai,S_ALCP_2016MA+_JefersonL.eaf
S,aí ele estava lá e ele me chamou,S_ALCP_2016MA+_JefersonL.eaf
S,e aí vamos pra são paulo eu digo,S_ALCP_2016MA+_JefersonL.eaf
S,vamos na hora oxe oxe,S_ALCP_2016MA+_JefersonL.eaf
S,vou você me leva e ele disse eu levo,S_ALCP_2016MA+_JefersonL.eaf
S,então nesse dia aí,S_ALCP_2016MA+_JefersonL.eaf
S,foi no outro dia de manhã e a gente já acordou nem procurei documento nem nada nem roupa nem nada,S_ALCP_2016MA+_JefersonL.eaf
D1,só veio,S_ALCP_2016MA+_JefersonL.eaf
S,vim,S_ALCP_2016MA+_JefersonL.eaf
S,vim só com umas ber duas bermuda sandália,S_ALCP_2016MA+_JefersonL.eaf
D1,uhum,S_ALCP_2016MA+_JefersonL.eaf
S,bermuda e sandáli,S_ALCP_2016MA+_JefersonL.eaf
S,então nem trouxe roupa nem nada aí,S_ALCP_2016MA+_JefersonL.eaf
S,quando chegou lá em recife ele falou cadê os seus documento eu digo rapaz não tenho documento não,S_ALCP_2016MA+_JefersonL.eaf
S,eu digo deixei tudo na casa da minha mãe,S_ALCP_2016MA+_JefersonL.eaf
S,vamos voltar lá depois na volta nós pega aí quando voltamos,S_ALCP_2016MA+_JefersonL.eaf
S,aí tinha,S_ALCP_2016MA+_JefersonL.eaf
S,tem um primo meu que a gente foi criado junto né com a minha vó,S_ALCP_2016MA+_JefersonL.eaf
S,criou a gente,S_ALCP_2016MA+_JefersonL.eaf
S,então ele,S_ALCP_2016MA+_JefersonL.eaf
S,eu considero ele que nem um irmão,S_ALCP_2016MA+_JefersonL.eaf
S,a gente sempre criou junto eu ele é mais velho que eu só um ano só,S_ALCP_2016MA+_JefersonL.eaf
S,então sempre cha falam que ele é meu irmão,S_ALCP_2016MA+_JefersonL.eaf
S,aí,S_ALCP_2016MA+_JefersonL.eaf
S,cheguei em casa minha mãe falou ó,S_ALCP_2016MA+_JefersonL.eaf
S,ó z passou aqui e falou se vocês,S_ALCP_2016MA+_JefersonL.eaf
S,tivesse falado ele tinha ido embora com você então aí eu passei na casa dele,S_ALCP_2016MA+_JefersonL.eaf
S,cheguei na casa dele estava deitado lá na frente da casa dele assim eu falei com ele aí ele disse,S_ALCP_2016MA+_JefersonL.eaf
S,nossa vou embora na hora,S_ALCP_2016MA+_JefersonL.eaf
S,aí a gente viemos embora viemos nós dois viemos de carona,S_ALCP_2016MA+_JefersonL.eaf
S,viemos nós dois sem nada sem,S_ALCP_2016MA+_JefersonL.eaf
S,pouca roupa só de chinelo,S_ALCP_2016MA+_JefersonL.eaf
D1,uhum,S_ALCP_2016MA+_JefersonL.eaf
S,aí viemos,S_ALCP_2016MA+_JefersonL.eaf
S,então eu fico que estou aqui e ele está já voltou pra lá,S_ALCP_2016MA+_JefersonL.eaf
S,e aí,S_ALCP_2016MA+_JefersonL.eaf
S,e eu estou por aqui,S_ALCP_2016MA+_JefersonL.eaf
D1,e aí,S_ALCP_2016MA+_JefersonL.eaf
S,na luta aí né,S_ALCP_2016MA+_JefersonL.eaf
D1,então você não conhecia ninguém eh que morava aqui ou,S_ALCP_2016MA+_JefersonL.eaf
S,não eu tenho minhas tia tenho tio tenho,S_ALCP_2016MA+_JefersonL.eaf
S,aqui no bairro mesmo aqui no outro lado da praça tenho uma tia que mora aqui tenho outra tia que mora lá,S_ALCP_2016MA+_JefersonL.eaf
S,tenho uma tia que mora em santos,S_ALCP_2016MA+_JefersonL.eaf
D1,tem,S_ALCP_2016MA+_JefersonL.eaf
S,tem uma que mora em são paulo sabe,S_ALCP_2016MA+_JefersonL.eaf
D1,xxx,S_ALCP_2016MA+_JefersonL.eaf
S,quando eu vim eu vim pra casa da minha tia que mora aqui,S_ALCP_2016MA+_JefersonL.eaf
S,aqui perto da praça aí eu fiquei poucos dia depois fui pra casa,S_ALCP_2016MA+_JefersonL.eaf
S,da minha tia que mora lá no santo antônio fui pra casa dela,S_ALCP_2016MA+_JefersonL.eaf
S,aí de lá,S_ALCP_2016MA+_JefersonL.eaf
S,fiquei uns dia uns mês,S_ALCP_2016MA+_JefersonL.eaf
S,aí depois eu,S_ALCP_2016MA+_JefersonL.eaf
S,o cara que trouxe a gente a gente começou a trabalhar numa metalúrgica aí né na lc a gente começou a trabalhar lá né,S_ALCP_2016MA+_JefersonL.eaf
S,é negócio de luminoso,S_ALCP_2016MA+_JefersonL.eaf
S,trocando coisa pra banco essas coisa e a gente começou a trabalhar lá,S_ALCP_2016MA+_JefersonL.eaf
S,aí eu trabalhei lá uns,S_ALCP_2016MA+_JefersonL.eaf
S,seis mês,S_ALCP_2016MA+_JefersonL.eaf
S,aí eles me mandaram embora,S_ALCP_2016MA+_JefersonL.eaf
S,xxx foi pelo agência,S_ALCP_2016MA+_JefersonL.eaf
S,depois eles me contrataram de novo,S_ALCP_2016MA+_JefersonL.eaf
S,aí eu fiquei lá mais uns,S_ALCP_2016MA+_JefersonL.eaf
S,uns,S_ALCP_2016MA+_JefersonL.eaf
S,nove mês,S_ALCP_2016MA+_JefersonL.eaf
S,aí eles me mandaram embora de novo,S_ALCP_2016MA+_JefersonL.eaf
S,depois me contrataram de novo aí eu passei lá fiquei um ano e pouco aí foi quando eu,S_ALCP_2016MA+_JefersonL.eaf
S,ele me mandaram eu trabalhei,S_ALCP_2016MA+_JefersonL.eaf
S,acho,S_ALCP_2016MA+_JefersonL.eaf
S,quase um ano e,S_ALCP_2016MA+_JefersonL.eaf
S,quase um ano e meio lá eu trabalhei lá,S_ALCP_2016MA+_JefersonL.eaf
S,aí eu peguei aí fiquei doente aí foi quando eu saí de lá,S_ALCP_2016MA+_JefersonL.eaf
S,pedi pra ficar trabalhado dentro da empresa,S_ALCP_2016MA+_JefersonL.eaf
S,aí ele falou que não tinha lugar pra deixar,S_ALCP_2016MA+_JefersonL.eaf
S,eu trabalhando dentro da empresa que eu trabalhava,S_ALCP_2016MA+_JefersonL.eaf
S,viajando né cada,S_ALCP_2016MA+_JefersonL.eaf
S,cada mês eu estava numa cidade diferente,S_ALCP_2016MA+_JefersonL.eaf
S,e eu pedi pra eles me deixar dentro da empresa porque,S_ALCP_2016MA+_JefersonL.eaf
S,adoeci dos rins aí eles,S_ALCP_2016MA+_JefersonL.eaf
S,falou que não tinha lugar,S_ALCP_2016MA+_JefersonL.eaf
S,dentro da empresa aí,S_ALCP_2016MA+_JefersonL.eaf
S,eu digo ah então,S_ALCP_2016MA+_JefersonL.eaf
S,me manda embora aí eu pedi pra eles me mandar embora,S_ALCP_2016MA+_JefersonL.eaf
S,xxx,S_ALCP_2016MA+_JefersonL.eaf
S,peguei voltei,S_ALCP_2016MA+_JefersonL.eaf
S,trabalhar de pedreiro né que,S_ALCP_2016MA+_JefersonL.eaf
S,quando logo quando eu vim pra jundiaí eu vim pra trabalhar de ajudante,S_ALCP_2016MA+_JefersonL.eaf
S,e nesse termo eu fiquei prestando atenção e fui aprendendo,S_ALCP_2016MA+_JefersonL.eaf
S,e então meu cunhado que ele era pedreiro,S_ALCP_2016MA+_JefersonL.eaf
S,e fui aprendendo e ele foi me dando as dica,S_ALCP_2016MA+_JefersonL.eaf
S,daí aprendi,S_ALCP_2016MA+_JefersonL.eaf
S,aí quando eu saí da da empresa aí eu,S_ALCP_2016MA+_JefersonL.eaf
S,voltei a trabalhar de pedreiro,S_ALCP_2016MA+_JefersonL.eaf
S,até hoje,S_ALCP_2016MA+_JefersonL.eaf
D1,eh,S_ALCP_2016MA+_JefersonL.eaf
D1,então,S_ALCP_2016MA+_JefersonL.eaf
D1,então,S_ALCP_2016MA+_JefersonL.eaf
D1,eh e quando você veio pra cá você já tinha a intenção de ficar aqui ou não,S_ALCP_2016MA+_JefersonL.eaf
D1,pensava em voltar pra lá,S_ALCP_2016MA+_JefersonL.eaf
S,não não eu pensava em voltar pra pra alagoas,S_ALCP_2016MA+_JefersonL.eaf
S,e pensar não ainda penso ainda até hoje,S_ALCP_2016MA+_JefersonL.eaf
D1,ah sei,S_ALCP_2016MA+_JefersonL.eaf
S,até hoje ainda penso,S_ALCP_2016MA+_JefersonL.eaf
D1,e foi difícil se adaptar aqui em,S_ALCP_2016MA+_JefersonL.eaf
D1,são paulo,S_ALCP_2016MA+_JefersonL.eaf
S,não não foi muito difícil nem sempre eu tive,S_ALCP_2016MA+_JefersonL.eaf
S,tive minha família né,S_ALCP_2016MA+_JefersonL.eaf
S,como tinha família pra mim já ficou mais fácil né,S_ALCP_2016MA+_JefersonL.eaf
D1,uhum,S_ALCP_2016MA+_JefersonL.eaf
S,mas,S_ALCP_2016MA+_JefersonL.eaf
S,não foi tão difícil não,S_ALCP_2016MA+_JefersonL.eaf
S,é que no estado de de sumaré de jundiaí pra cá tem mais nordestino de que,S_ALCP_2016MA+_JefersonL.eaf
S,é muito nordestino né eh mui é muita gente nova que vem pra cá né,S_ALCP_2016MA+_JefersonL.eaf
D1,uhum,S_ALCP_2016MA+_JefersonL.eaf
S,mas é que,S_ALCP_2016MA+_JefersonL.eaf
S,então não foi muito difícil não,S_ALCP_2016MA+_JefersonL.eaf
D1,nossa,S_ALCP_2016MA+_JefersonL.eaf
D1,eh o que que você acha que tem de muito diferente daqui,S_ALCP_2016MA+_JefersonL.eaf
D1,e de lá de alagoas,S_ALCP_2016MA+_JefersonL.eaf
S,ah o que tem de diferente aqui,S_ALCP_2016MA+_JefersonL.eaf
S,é que tem que ter eh mais tem mais fábrica mais coisa né mas pela,S_ALCP_2016MA+_JefersonL.eaf
S,a,S_ALCP_2016MA+_JefersonL.eaf
S,a localidade assim eu ainda enxergo assim um pouco que nem,S_ALCP_2016MA+_JefersonL.eaf
S,de alagoas por causa que aqui é mais interior né,S_ALCP_2016MA+_JefersonL.eaf
S,se dá uma aparência,S_ALCP_2016MA+_JefersonL.eaf
S,legal assim,S_ALCP_2016MA+_JefersonL.eaf
D1,uhum,S_ALCP_2016MA+_JefersonL.eaf
S,eh tem mais,S_ALCP_2016MA+_JefersonL.eaf
D1,eh,S_ALCP_2016MA+_JefersonL.eaf
S,eh as amizades também,S_ALCP_2016MA+_JefersonL.eaf
S,eh,S_ALCP_2016MA+_JefersonL.eaf
S,eh lá todo mundo conhecendo,S_ALCP_2016MA+_JefersonL.eaf
S,todo mundo conhe,S_ALCP_2016MA+_JefersonL.eaf
D1,uhum,S_ALCP_2016MA+_JefersonL.eaf
S,lá to todo mundo conhece todo mundo né,S_ALCP_2016MA+_JefersonL.eaf
S,assim também lá na na cidade onde meu pai mora né porque,S_ALCP_2016MA+_JefersonL.eaf
S,se você se deslocar <a> de,S_ALCP_2016MA+_JefersonL.eaf
S,lá daonde meu pai mora pra no caso assim,S_ALCP_2016MA+_JefersonL.eaf
S,pra arapiraca,S_ALCP_2016MA+_JefersonL.eaf
S,que são parece que,S_ALCP_2016MA+_JefersonL.eaf
S,vinte quinze minuto da onde meu pai mora pra arapiraca já é uma cidade maior,S_ALCP_2016MA+_JefersonL.eaf
S,se você chegar lá,S_ALCP_2016MA+_JefersonL.eaf
S,se não vai ficar se falando com todo mundo também né,S_ALCP_2016MA+_JefersonL.eaf
D1,ah sim,S_ALCP_2016MA+_JefersonL.eaf
S,isso aí vai depende né da do lugar onde você está <e> também,S_ALCP_2016MA+_JefersonL.eaf
D1,uhum,S_ALCP_2016MA+_JefersonL.eaf
D1,e,S_ALCP_2016MA+_JefersonL.eaf
ROTEIRO,BAIRRO,S_ALCP_2017FA+_AdrieleS.eaf
D1,a quanto tempo você mora aqui nesse bairro,S_ALCP_2017FA+_AdrieleS.eaf
S,ah está com,S_ALCP_2017FA+_AdrieleS.eaf
S,uns quatro ano né,S_ALCP_2017FA+_AdrieleS.eaf
D1,quatro anos só nesse bairro,S_ALCP_2017FA+_AdrieleS.eaf
S,só,S_ALCP_2017FA+_AdrieleS.eaf
D1,e você já morou em algum outro lugar aqui da cidade,S_ALCP_2017FA+_AdrieleS.eaf
S,não,S_ALCP_2017FA+_AdrieleS.eaf
S,aqui,S_ALCP_2017FA+_AdrieleS.eaf
D1,é ou algum outro bairro,S_ALCP_2017FA+_AdrieleS.eaf
D1,ou algum outro,S_ALCP_2017FA+_AdrieleS.eaf
S,lá perto do hospital ouro verde,S_ALCP_2017FA+_AdrieleS.eaf
D1,no bairro ouro verde mesmo,S_ALCP_2017FA+_AdrieleS.eaf
S,isso na chácara,S_ALCP_2017FA+_AdrieleS.eaf
D1,quanto tempo que você morou lá,S_ALCP_2017FA+_AdrieleS.eaf
S,ai eh uns quinze,S_ALCP_2017FA+_AdrieleS.eaf
D1,quinze anos,S_ALCP_2017FA+_AdrieleS.eaf
D1,e antes disso você chegou a morar em alguma outra cidade aqui perto,S_ALCP_2017FA+_AdrieleS.eaf
S,não,S_ALCP_2017FA+_AdrieleS.eaf
S,não,S_ALCP_2017FA+_AdrieleS.eaf
D1,você veio direto,S_ALCP_2017FA+_AdrieleS.eaf
D1,da de alagoas,S_ALCP_2017FA+_AdrieleS.eaf
S,vim morar com a minha mãe,S_ALCP_2017FA+_AdrieleS.eaf
D1,é,S_ALCP_2017FA+_AdrieleS.eaf
S,é,S_ALCP_2017FA+_AdrieleS.eaf
D1,quando qua quantos anos você saiu de alagoas,S_ALCP_2017FA+_AdrieleS.eaf
S,quantos anos,S_ALCP_2017FA+_AdrieleS.eaf
D1,é,S_ALCP_2017FA+_AdrieleS.eaf
D1,quantos anos você tinha quando saiu de alagoas,S_ALCP_2017FA+_AdrieleS.eaf
S,ah eu já vim casada eu vim com,S_ALCP_2017FA+_AdrieleS.eaf
S,dezoito ano,S_ALCP_2017FA+_AdrieleS.eaf
D1,dezoito,S_ALCP_2017FA+_AdrieleS.eaf
S,é,S_ALCP_2017FA+_AdrieleS.eaf
D1,e aqui você fez toda sua família sua vida assim,S_ALCP_2017FA+_AdrieleS.eaf
S,já trouxe dois de lá,S_ALCP_2017FA+_AdrieleS.eaf
D1,ah já tinha,S_ALCP_2017FA+_AdrieleS.eaf
S,só tem o j que é daqui,S_ALCP_2017FA+_AdrieleS.eaf
D1,nasceu aqui,S_ALCP_2017FA+_AdrieleS.eaf
S,isso,S_ALCP_2017FA+_AdrieleS.eaf
D1,e você gosta de morar aqui nesse bairro de campinas,S_ALCP_2017FA+_AdrieleS.eaf
S,ai,S_ALCP_2017FA+_AdrieleS.eaf
D1,nessa região,S_ALCP_2017FA+_AdrieleS.eaf
S,eu amo,S_ALCP_2017FA+_AdrieleS.eaf
D1,é,S_ALCP_2017FA+_AdrieleS.eaf
D1,por que é que você gosta,S_ALCP_2017FA+_AdrieleS.eaf
S,por que eu gosto porque minha mãe chegou falecer mais meu pai aqui né,S_ALCP_2017FA+_AdrieleS.eaf
S,daí não tem como,S_ALCP_2017FA+_AdrieleS.eaf
S,não tem porque,S_ALCP_2017FA+_AdrieleS.eaf
S,eu sair daqui pra ir morar no norte,S_ALCP_2017FA+_AdrieleS.eaf
D1,uhum,S_ALCP_2017FA+_AdrieleS.eaf
D1,mas você veio por causa do seu marido,S_ALCP_2017FA+_AdrieleS.eaf
S,ah eu vim mais,S_ALCP_2017FA+_AdrieleS.eaf
S,não meu marido não eu morava lá com meu marido né,S_ALCP_2017FA+_AdrieleS.eaf
S,daí meu pai foi umas três,S_ALCP_2017FA+_AdrieleS.eaf
S,três vez no ano,S_ALCP_2017FA+_AdrieleS.eaf
S,adulando eu pra vim morar pra cá,S_ALCP_2017FA+_AdrieleS.eaf
S,eu acho que ele já estava percebendo alguma coisa né,S_ALCP_2017FA+_AdrieleS.eaf
D1,seus pais moravam aqui já,S_ALCP_2017FA+_AdrieleS.eaf
S,isso,S_ALCP_2017FA+_AdrieleS.eaf
S,veio meu pai,S_ALCP_2017FA+_AdrieleS.eaf
S,meu pai veio na frente,S_ALCP_2017FA+_AdrieleS.eaf
D1,aham,S_ALCP_2017FA+_AdrieleS.eaf
S,daí depois veio minha mãe,S_ALCP_2017FA+_AdrieleS.eaf
S,e meus irmão tudinho,S_ALCP_2017FA+_AdrieleS.eaf
S,e nós somos em sete,S_ALCP_2017FA+_AdrieleS.eaf
D1,uhum,S_ALCP_2017FA+_AdrieleS.eaf
S,daí minha mãe trouxe meus irmão tudo pequenininho de lá do norte,S_ALCP_2017FA+_AdrieleS.eaf
S,e,S_ALCP_2017FA+_AdrieleS.eaf
S,passava só deus viu,S_ALCP_2017FA+_AdrieleS.eaf
S,uma dificuldade danada lá,S_ALCP_2017FA+_AdrieleS.eaf
S,daí ela chegou aqui e achou bom,S_ALCP_2017FA+_AdrieleS.eaf
S,disse que não ia voltar só,S_ALCP_2017FA+_AdrieleS.eaf
S,só saía dessa cidade,S_ALCP_2017FA+_AdrieleS.eaf
S,se fosse um dia,S_ALCP_2017FA+_AdrieleS.eaf
S,quando morresse nem quando morreu porque ela queria se enterrar lá né,S_ALCP_2017FA+_AdrieleS.eaf
D1,uhum,S_ALCP_2017FA+_AdrieleS.eaf
S,mas não deu certo aí ela é enterrada no parque das flores,S_ALCP_2017FA+_AdrieleS.eaf
D1,uhum,S_ALCP_2017FA+_AdrieleS.eaf
S,daí fica difícil,S_ALCP_2017FA+_AdrieleS.eaf
D1,então você veio mais por causa dos seus pais mesmo né,S_ALCP_2017FA+_AdrieleS.eaf
S,dos meus pais,S_ALCP_2017FA+_AdrieleS.eaf
S,porque meu marido eu morava lá graças a deus,S_ALCP_2017FA+_AdrieleS.eaf
S,quando eu,S_ALCP_2017FA+_AdrieleS.eaf
S,quando eu morava com ele graças a deus nunca faltou serviço pra ele né,S_ALCP_2017FA+_AdrieleS.eaf
D1,uhum,S_ALCP_2017FA+_AdrieleS.eaf
S,só que quando eu era criança mais minha mãe,S_ALCP_2017FA+_AdrieleS.eaf
S,era difícil minha vida,S_ALCP_2017FA+_AdrieleS.eaf
S,bastante,S_ALCP_2017FA+_AdrieleS.eaf
D1,uhum,S_ALCP_2017FA+_AdrieleS.eaf
S,meu pai deixou minha mãe veio pra lado de são paulo,S_ALCP_2017FA+_AdrieleS.eaf
S,pra santos,S_ALCP_2017FA+_AdrieleS.eaf
D1,uhum,S_ALCP_2017FA+_AdrieleS.eaf
S,morava em santos,S_ALCP_2017FA+_AdrieleS.eaf
S,daí meu irmão fo veio com ele mais ele pra cá morar pra cá né,S_ALCP_2017FA+_AdrieleS.eaf
